Unnamed: 0,class,bruises,gill-spacing,gill-size,gill-color,stalk-root,ring-type,spore-print-color
3481,edible,yes,close,broad,purple,bulbous,pendant,black
1115,edible,no,crowded,broad,pink,equal,evanescent,black
1526,edible,yes,close,broad,white,bulbous,pendant,brown
2101,edible,yes,close,broad,pink,bulbous,pendant,brown
6882,poisonous,no,close,narrow,buff,bulbous,evanescent,white
538,edible,yes,close,broad,gray,club,pendant,brown
5845,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
8091,poisonous,no,close,narrow,buff,bulbous,evanescent,white
105,edible,yes,close,broad,brown,club,pendant,black
3908,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
6421,poisonous,no,close,narrow,buff,bulbous,evanescent,white
8015,edible,no,crowded,broad,pink,bulbous,pendant,white
5606,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7202,edible,no,crowded,broad,pink,bulbous,pendant,white
2234,edible,yes,close,broad,pink,bulbous,pendant,black
421,edible,yes,close,broad,white,club,pendant,brown
5593,poisonous,yes,close,broad,green,bulbous,pendant,green
7811,edible,no,close,broad,yellow,bulbous,pendant,yellow
1194,edible,yes,close,broad,gray,club,pendant,black
4372,poisonous,no,close,broad,pink,bulbous,large,chocolate
4279,poisonous,no,close,broad,pink,bulbous,large,chocolate
4501,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
1472,poisonous,yes,close,narrow,brown,equal,pendant,black
4472,poisonous,no,close,broad,pink,bulbous,large,chocolate
537,edible,no,close,narrow,pink,equal,pendant,black
2579,edible,yes,close,broad,brown,bulbous,pendant,black
5003,poisonous,no,close,broad,pink,bulbous,large,chocolate
5204,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3456,edible,yes,close,broad,pink,bulbous,pendant,black
3302,edible,yes,close,broad,purple,bulbous,pendant,brown
3571,edible,yes,close,broad,pink,bulbous,pendant,black
1088,poisonous,yes,close,narrow,brown,equal,pendant,black
6918,poisonous,no,close,narrow,buff,bulbous,evanescent,white
4724,poisonous,no,close,broad,pink,bulbous,large,chocolate
845,edible,no,crowded,broad,black,equal,evanescent,brown
1632,edible,no,crowded,broad,chocolate,equal,evanescent,brown
4658,poisonous,no,close,broad,gray,bulbous,large,chocolate
2562,edible,yes,close,broad,white,bulbous,pendant,brown
795,poisonous,yes,close,narrow,brown,equal,pendant,brown
1753,edible,no,crowded,broad,chocolate,equal,evanescent,black
7592,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7310,poisonous,no,close,narrow,buff,bulbous,evanescent,white
4055,poisonous,no,close,broad,gray,bulbous,large,chocolate
8117,poisonous,no,close,narrow,buff,bulbous,evanescent,white
1030,edible,yes,close,broad,purple,bulbous,pendant,brown
7086,edible,no,crowded,broad,white,bulbous,pendant,white
1325,edible,no,crowded,broad,brown,equal,evanescent,black
7440,edible,no,close,broad,brown,bulbous,pendant,orange
2039,edible,yes,close,broad,white,bulbous,pendant,black
4686,poisonous,no,close,broad,pink,bulbous,large,chocolate
558,edible,yes,close,broad,white,club,pendant,black
7397,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3111,edible,yes,close,broad,white,bulbous,pendant,black
7578,poisonous,no,close,narrow,buff,bulbous,evanescent,white
61,edible,yes,close,broad,black,club,pendant,brown
5330,poisonous,no,close,broad,pink,bulbous,large,chocolate
1642,edible,yes,close,broad,brown,bulbous,pendant,brown
454,edible,yes,close,broad,gray,club,pendant,brown
4224,edible,yes,close,broad,pink,bulbous,pendant,brown
5746,poisonous,no,close,broad,gray,bulbous,large,chocolate
2168,edible,yes,close,broad,brown,bulbous,pendant,black
3527,edible,yes,close,broad,pink,bulbous,pendant,black
2058,edible,no,crowded,broad,pink,equal,evanescent,brown
6960,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6754,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7539,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5706,poisonous,yes,close,broad,white,bulbous,pendant,chocolate
6270,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5259,poisonous,no,close,narrow,white,bulbous,evanescent,white
6410,poisonous,no,close,narrow,buff,bulbous,evanescent,white
729,edible,yes,close,broad,white,club,pendant,black
166,edible,yes,close,broad,white,club,pendant,brown
1376,edible,no,crowded,broad,black,equal,evanescent,black
8097,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6263,poisonous,no,close,narrow,buff,bulbous,evanescent,white
1042,edible,no,crowded,broad,chocolate,equal,evanescent,black
5992,poisonous,yes,close,broad,gray,bulbous,pendant,green
7036,edible,no,close,broad,brown,bulbous,pendant,orange
4373,poisonous,no,close,broad,pink,bulbous,large,chocolate
1407,edible,no,crowded,broad,pink,equal,evanescent,black
5371,edible,yes,close,broad,white,bulbous,evanescent,white
4192,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
2921,edible,yes,close,broad,purple,bulbous,pendant,brown
450,edible,yes,close,broad,black,club,pendant,brown
2726,edible,yes,close,broad,pink,bulbous,pendant,brown
3968,poisonous,no,close,broad,pink,bulbous,large,chocolate
7567,poisonous,no,close,narrow,buff,bulbous,evanescent,white
4365,poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
185,poisonous,yes,close,narrow,black,equal,pendant,black
4915,poisonous,no,close,broad,pink,bulbous,large,chocolate
1681,edible,no,crowded,broad,pink,equal,evanescent,black
579,poisonous,yes,close,narrow,white,equal,pendant,brown
1747,edible,no,close,narrow,pink,equal,pendant,black
6237,poisonous,no,close,narrow,buff,bulbous,evanescent,white
75,edible,yes,crowded,narrow,pink,bulbous,pendant,brown
444,edible,yes,close,broad,white,club,pendant,black
7350,edible,no,crowded,broad,pink,bulbous,pendant,white
3098,edible,yes,close,broad,brown,bulbous,pendant,brown
7203,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3558,edible,yes,close,broad,white,bulbous,pendant,black
7297,poisonous,no,close,narrow,buff,bulbous,evanescent,white
724,edible,yes,close,broad,brown,rooted,pendant,black
5670,poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
4099,poisonous,no,close,broad,pink,bulbous,large,chocolate
7308,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6652,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6500,poisonous,no,close,narrow,buff,bulbous,evanescent,white
328,edible,yes,close,broad,white,club,pendant,black
5884,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6881,poisonous,no,close,narrow,buff,bulbous,evanescent,white
8106,edible,no,close,broad,orange,bulbous,pendant,brown
4285,poisonous,no,close,broad,gray,bulbous,large,chocolate
6069,poisonous,no,close,narrow,buff,bulbous,evanescent,white
106,edible,yes,close,broad,white,rooted,pendant,brown
545,edible,yes,close,broad,white,club,pendant,black
1249,edible,no,crowded,broad,black,equal,evanescent,brown
462,edible,yes,close,broad,gray,club,pendant,black
7913,edible,no,close,broad,brown,bulbous,pendant,orange
2052,edible,no,crowded,broad,pink,equal,evanescent,brown
4579,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
7206,poisonous,no,close,narrow,buff,bulbous,evanescent,white
4822,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
7741,edible,no,close,broad,brown,bulbous,pendant,yellow
4756,poisonous,no,close,broad,gray,bulbous,large,chocolate
2195,edible,yes,close,broad,brown,bulbous,pendant,brown
3473,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
5058,poisonous,yes,close,broad,white,bulbous,pendant,chocolate
7999,edible,no,close,broad,brown,bulbous,pendant,brown
5317,poisonous,yes,close,broad,gray,bulbous,pendant,green
2865,edible,yes,close,broad,brown,bulbous,pendant,black
4773,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
6047,poisonous,no,close,narrow,buff,bulbous,evanescent,white
2519,edible,yes,close,broad,purple,bulbous,pendant,brown
3617,edible,yes,close,broad,white,bulbous,pendant,brown
7622,edible,no,crowded,broad,gray,bulbous,pendant,white
5474,poisonous,no,close,broad,gray,bulbous,large,chocolate
5503,edible,yes,close,broad,white,bulbous,evanescent,white
2855,edible,yes,close,broad,white,bulbous,pendant,brown
2295,edible,no,crowded,broad,brown,equal,evanescent,black
6927,edible,no,close,broad,orange,bulbous,pendant,brown
4421,poisonous,no,close,broad,pink,bulbous,large,chocolate
4072,poisonous,no,close,broad,pink,bulbous,large,chocolate
3316,edible,yes,close,broad,white,bulbous,pendant,brown
1711,edible,no,crowded,broad,chocolate,equal,evanescent,black
6215,poisonous,no,close,narrow,buff,bulbous,evanescent,white
1621,edible,no,crowded,broad,brown,equal,evanescent,black
5536,edible,yes,close,broad,white,bulbous,evanescent,white
2001,edible,yes,close,broad,purple,bulbous,pendant,brown
3566,edible,yes,close,broad,purple,bulbous,pendant,brown
6894,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3798,edible,yes,close,broad,purple,bulbous,pendant,brown
2582,edible,yes,close,broad,brown,bulbous,pendant,brown
6182,poisonous,no,close,narrow,buff,bulbous,evanescent,white
4034,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
5029,poisonous,no,close,broad,gray,bulbous,large,chocolate
5175,edible,yes,close,broad,white,bulbous,evanescent,white
3294,edible,yes,close,broad,purple,bulbous,pendant,black
984,poisonous,yes,close,narrow,brown,equal,pendant,black
1416,edible,yes,close,broad,gray,club,pendant,brown
7301,edible,no,crowded,broad,pink,bulbous,pendant,white
7706,poisonous,no,crowded,narrow,white,club,evanescent,white
7820,poisonous,no,close,broad,white,club,none,white
6374,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5755,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5048,poisonous,no,close,broad,pink,bulbous,large,chocolate
2627,poisonous,no,close,narrow,gray,bulbous,pendant,brown
6563,poisonous,no,close,narrow,buff,bulbous,evanescent,white
2400,poisonous,yes,close,narrow,brown,equal,pendant,black
3119,poisonous,no,close,narrow,brown,bulbous,pendant,brown
2436,edible,yes,close,broad,pink,bulbous,pendant,brown
2138,edible,yes,close,broad,brown,bulbous,pendant,brown
4219,poisonous,no,close,broad,pink,bulbous,large,chocolate
4112,poisonous,no,close,broad,gray,bulbous,large,chocolate
7833,edible,no,close,broad,brown,bulbous,pendant,buff
630,edible,no,crowded,broad,brown,equal,evanescent,brown
1414,edible,no,crowded,broad,black,equal,evanescent,brown
6839,poisonous,no,close,narrow,buff,bulbous,evanescent,white
688,edible,yes,close,broad,white,club,pendant,black
783,edible,yes,close,broad,brown,club,pendant,black
2166,edible,yes,close,broad,white,bulbous,pendant,brown
4218,poisonous,no,close,broad,pink,bulbous,large,chocolate
3437,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
5629,poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
5172,poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
4085,poisonous,no,close,broad,pink,bulbous,large,chocolate
414,poisonous,yes,close,narrow,black,equal,pendant,black
8007,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7797,edible,no,crowded,broad,white,bulbous,pendant,white
7208,edible,no,crowded,broad,gray,bulbous,pendant,white
7004,edible,no,crowded,broad,gray,bulbous,pendant,white
4490,poisonous,no,close,broad,gray,bulbous,large,chocolate
4799,edible,yes,close,broad,purple,bulbous,pendant,brown
6614,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6396,edible,no,crowded,broad,gray,bulbous,pendant,white
7356,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5429,poisonous,yes,close,broad,white,bulbous,pendant,chocolate
4185,poisonous,no,close,broad,gray,bulbous,large,chocolate
904,edible,yes,close,broad,white,club,pendant,brown
625,edible,yes,close,broad,gray,club,pendant,black
7495,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3213,edible,yes,close,broad,brown,bulbous,pendant,brown
6240,poisonous,no,close,narrow,buff,bulbous,evanescent,white
4833,poisonous,no,close,broad,gray,bulbous,large,chocolate
7554,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6203,edible,no,crowded,broad,gray,bulbous,pendant,white
5033,poisonous,no,close,broad,gray,bulbous,large,chocolate
6361,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6424,edible,no,close,broad,brown,bulbous,pendant,yellow
2672,edible,yes,close,broad,pink,bulbous,pendant,brown
7034,poisonous,no,close,broad,white,club,none,white
5638,edible,yes,close,broad,red,bulbous,evanescent,white
3665,edible,yes,close,broad,pink,bulbous,pendant,brown
1446,edible,no,crowded,broad,pink,equal,evanescent,black
1500,edible,no,crowded,broad,pink,equal,evanescent,brown
2870,edible,yes,close,broad,pink,bulbous,pendant,black
715,edible,yes,close,broad,brown,club,pendant,brown
5697,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7704,edible,yes,close,broad,white,bulbous,pendant,white
1941,edible,yes,close,broad,brown,bulbous,pendant,black
1185,edible,no,crowded,broad,brown,equal,evanescent,brown
6968,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7522,edible,no,close,broad,yellow,bulbous,pendant,buff
4450,poisonous,no,close,broad,pink,bulbous,large,chocolate
974,edible,yes,close,broad,purple,bulbous,pendant,black
193,edible,yes,crowded,narrow,white,bulbous,pendant,brown
1143,edible,no,crowded,broad,black,equal,evanescent,black
906,poisonous,yes,close,narrow,brown,equal,pendant,black
3230,edible,yes,close,broad,brown,bulbous,pendant,brown
408,edible,yes,close,broad,gray,club,pendant,black
4581,poisonous,no,close,broad,pink,bulbous,large,chocolate
7472,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3431,edible,yes,close,broad,brown,bulbous,pendant,black
2422,edible,yes,close,broad,pink,bulbous,pendant,black
7890,edible,no,crowded,broad,gray,bulbous,pendant,white
5714,edible,no,close,narrow,purple,bulbous,flaring,chocolate
7903,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3459,edible,yes,close,broad,white,bulbous,pendant,black
3436,edible,yes,close,broad,purple,bulbous,pendant,brown
7628,poisonous,no,close,narrow,buff,bulbous,evanescent,white
1286,poisonous,yes,close,narrow,brown,equal,pendant,black
7619,poisonous,no,close,narrow,buff,bulbous,evanescent,white
457,edible,yes,close,broad,white,club,pendant,black
3563,edible,yes,close,broad,white,bulbous,pendant,brown
886,edible,yes,close,broad,brown,club,pendant,brown
1231,poisonous,yes,close,narrow,white,equal,pendant,brown
3214,edible,yes,close,broad,brown,bulbous,pendant,black
6650,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3369,edible,yes,close,broad,white,bulbous,pendant,black
7481,edible,yes,close,broad,white,bulbous,pendant,white
13,poisonous,yes,close,narrow,black,equal,pendant,brown
4721,poisonous,no,close,broad,gray,bulbous,large,chocolate
2290,edible,yes,close,broad,purple,bulbous,pendant,black
3930,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
1498,edible,no,crowded,broad,black,equal,evanescent,black
6120,edible,yes,close,broad,white,bulbous,pendant,white
7789,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7437,edible,no,close,broad,brown,bulbous,pendant,orange
6333,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3565,poisonous,no,close,broad,pink,bulbous,large,chocolate
2153,edible,yes,close,broad,pink,bulbous,pendant,brown
6436,poisonous,no,close,narrow,buff,bulbous,evanescent,white
1093,edible,yes,crowded,narrow,brown,bulbous,pendant,purple
3591,edible,yes,close,broad,brown,bulbous,pendant,brown
7233,edible,no,close,broad,orange,bulbous,pendant,buff
192,edible,yes,close,broad,white,club,pendant,brown
4507,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
6025,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5126,poisonous,yes,crowded,narrow,white,bulbous,pendant,white
1868,edible,no,crowded,broad,brown,equal,evanescent,black
3493,edible,yes,close,broad,purple,bulbous,pendant,brown
4847,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
7170,edible,no,crowded,broad,pink,bulbous,pendant,white
7712,edible,no,crowded,broad,gray,bulbous,pendant,white
3228,edible,yes,close,broad,purple,bulbous,pendant,black
991,edible,no,crowded,broad,pink,equal,evanescent,black
3216,edible,yes,close,broad,white,bulbous,pendant,black
4078,poisonous,no,close,broad,pink,bulbous,large,chocolate
3535,edible,yes,close,broad,pink,bulbous,pendant,black
3735,edible,yes,close,broad,white,bulbous,pendant,brown
292,edible,yes,close,broad,brown,club,pendant,black
1198,edible,yes,close,broad,black,club,pendant,brown
7394,poisonous,no,close,narrow,buff,bulbous,evanescent,white
2450,edible,yes,close,broad,pink,bulbous,pendant,brown
6766,poisonous,no,close,narrow,buff,bulbous,evanescent,white
107,edible,yes,close,broad,brown,club,pendant,black
2806,edible,yes,close,broad,brown,bulbous,pendant,black
6259,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7568,poisonous,no,close,narrow,buff,bulbous,evanescent,white
1340,edible,no,crowded,broad,brown,equal,evanescent,black
2080,edible,no,crowded,broad,black,equal,evanescent,brown
1658,edible,no,crowded,broad,chocolate,equal,evanescent,black
4058,poisonous,no,crowded,narrow,purple,bulbous,pendant,black
2906,edible,yes,close,broad,brown,bulbous,pendant,black
6124,poisonous,no,close,narrow,buff,bulbous,evanescent,white
2546,edible,yes,close,broad,brown,bulbous,pendant,brown
6908,poisonous,no,close,narrow,buff,bulbous,evanescent,white
4209,poisonous,no,close,broad,gray,bulbous,large,chocolate
4598,poisonous,no,close,broad,pink,bulbous,large,chocolate
5818,poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
6083,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3019,edible,yes,close,broad,brown,bulbous,pendant,black
2945,edible,yes,close,broad,pink,bulbous,pendant,brown
6559,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5223,edible,yes,close,broad,red,bulbous,evanescent,white
736,edible,yes,crowded,narrow,white,bulbous,pendant,brown
7439,edible,no,crowded,broad,pink,bulbous,pendant,white
3217,edible,yes,close,broad,pink,bulbous,pendant,brown
6568,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5984,poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
6005,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3636,edible,yes,close,broad,pink,bulbous,pendant,black
1117,edible,no,crowded,broad,chocolate,equal,evanescent,brown
6696,poisonous,no,close,narrow,buff,bulbous,evanescent,white
165,edible,yes,close,broad,white,rooted,pendant,brown
1000,edible,yes,close,broad,brown,bulbous,pendant,black
1354,edible,no,crowded,broad,pink,equal,evanescent,black
1777,poisonous,yes,close,narrow,brown,equal,pendant,brown
4359,poisonous,no,close,broad,pink,bulbous,large,chocolate
4503,poisonous,no,close,broad,pink,bulbous,large,chocolate
5181,poisonous,yes,close,broad,white,bulbous,pendant,chocolate
3634,edible,yes,close,broad,brown,bulbous,pendant,brown
3058,poisonous,no,close,narrow,brown,bulbous,pendant,black
6961,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6179,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7453,poisonous,no,close,narrow,buff,bulbous,evanescent,white
8041,poisonous,no,close,narrow,buff,bulbous,evanescent,white
1086,edible,yes,close,broad,brown,club,pendant,brown
7204,edible,no,crowded,broad,pink,bulbous,pendant,white
5453,poisonous,no,close,broad,pink,bulbous,large,chocolate
1284,edible,no,crowded,broad,brown,equal,evanescent,black
5315,poisonous,no,close,broad,pink,bulbous,large,chocolate
5535,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3833,poisonous,no,close,narrow,brown,bulbous,pendant,black
6295,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6770,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7346,edible,no,crowded,broad,pink,bulbous,pendant,white
6814,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3816,edible,yes,close,broad,pink,bulbous,pendant,brown
3885,poisonous,no,crowded,narrow,gray,bulbous,pendant,brown
2184,edible,yes,close,broad,pink,bulbous,pendant,black
3909,poisonous,no,close,broad,gray,bulbous,large,chocolate
5794,edible,no,crowded,narrow,white,bulbous,evanescent,white
2594,poisonous,no,close,broad,gray,bulbous,large,chocolate
6486,poisonous,no,close,narrow,buff,bulbous,evanescent,white
2236,edible,yes,close,broad,pink,bulbous,pendant,brown
6888,poisonous,no,close,narrow,buff,bulbous,evanescent,white
301,edible,yes,close,broad,white,club,pendant,black
1308,edible,no,crowded,broad,chocolate,equal,evanescent,brown
439,edible,yes,close,broad,pink,rooted,pendant,brown
7169,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3008,edible,yes,close,broad,pink,bulbous,pendant,black
2415,edible,yes,close,broad,pink,bulbous,pendant,black
4582,poisonous,no,close,broad,pink,bulbous,large,chocolate
6515,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6208,poisonous,no,close,narrow,buff,bulbous,evanescent,white
2106,edible,yes,close,broad,pink,bulbous,pendant,brown
5419,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
7302,poisonous,no,close,narrow,buff,bulbous,evanescent,white
6823,poisonous,no,close,narrow,buff,bulbous,evanescent,white
132,edible,yes,crowded,narrow,white,bulbous,pendant,purple
6528,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3583,poisonous,no,close,narrow,brown,bulbous,pendant,black
4410,edible,yes,close,broad,purple,bulbous,pendant,brown
391,edible,yes,close,broad,gray,club,pendant,black
521,edible,yes,close,broad,brown,club,pendant,black
1270,edible,no,crowded,broad,brown,equal,evanescent,black
7935,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5187,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
2148,edible,yes,close,broad,purple,bulbous,pendant,brown
798,poisonous,yes,close,narrow,black,equal,pendant,brown
1054,edible,no,crowded,broad,black,equal,evanescent,black
4806,edible,yes,close,broad,red,bulbous,evanescent,white
6231,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3406,edible,yes,close,broad,pink,bulbous,pendant,brown
5882,poisonous,yes,close,broad,green,bulbous,pendant,green
6489,poisonous,no,close,narrow,buff,bulbous,evanescent,white
5682,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3922,edible,yes,close,broad,brown,bulbous,pendant,black
4062,edible,yes,close,broad,pink,bulbous,pendant,black
7540,edible,no,crowded,broad,pink,bulbous,pendant,white
1168,edible,no,crowded,broad,brown,equal,evanescent,black
3691,edible,yes,close,broad,white,bulbous,pendant,brown
2651,edible,yes,close,broad,white,bulbous,pendant,black
1636,poisonous,yes,close,narrow,pink,equal,pendant,brown
6007,poisonous,no,close,narrow,buff,bulbous,evanescent,white
111,edible,no,close,narrow,gray,equal,pendant,black
6548,poisonous,no,close,narrow,buff,bulbous,evanescent,white
7354,edible,no,crowded,broad,gray,bulbous,pendant,white
2469,edible,yes,close,broad,white,bulbous,pendant,black
7817,edible,no,crowded,broad,white,bulbous,pendant,white
135,poisonous,yes,close,narrow,white,equal,pendant,brown
2724,edible,yes,close,broad,brown,bulbous,pendant,black
667,edible,yes,close,broad,pink,rooted,pendant,brown
5158,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
936,edible,yes,close,broad,white,club,pendant,black
4322,poisonous,no,close,broad,gray,bulbous,large,chocolate
71,edible,yes,close,broad,gray,club,pendant,brown
2020,edible,yes,close,broad,purple,bulbous,pendant,brown
4805,poisonous,no,close,broad,pink,bulbous,large,chocolate
7321,poisonous,no,close,narrow,buff,bulbous,evanescent,white
515,edible,no,crowded,broad,chocolate,equal,evanescent,brown
2086,edible,no,crowded,broad,chocolate,equal,evanescent,brown
283,edible,yes,close,broad,black,club,pendant,black
778,edible,yes,close,broad,brown,club,pendant,brown
1060,edible,no,crowded,broad,chocolate,equal,evanescent,brown
5392,edible,yes,close,broad,red,bulbous,evanescent,white
230,edible,no,close,narrow,brown,equal,pendant,black
985,edible,no,crowded,broad,brown,equal,evanescent,brown
7062,poisonous,no,close,narrow,buff,bulbous,evanescent,white
3542,edible,yes,close,broad,brown,bulbous,pendant,black
5381,poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
4774,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
5852,poisonous,no,close,broad,gray,bulbous,large,chocolate
6460,poisonous,no,close,narrow,buff,bulbous,evanescent,white
2249,edible,yes,close,broad,brown,bulbous,pendant,black
4498,poisonous,no,close,narrow,buff,bulbous,evanescent,white
1072,edible,yes,close,broad,black,club,pendant,brown
4270,poisonous,no,close,broad,gray,bulbous,large,chocolate
2981,edible,yes,close,broad,pink,bulbous,pendant,brown
4740,poisonous,no,close,broad,pink,bulbous,large,chocolate
6289,poisonous,no,close,narrow,buff,bulbous,evanescent,white
329,edible,yes,close,broad,gray,club,pendant,black
1280,edible,yes,close,broad,white,club,pendant,black
